`id_pnts`,`id_sps`,`exam_priority`,`subject`,`points`
18408,7857,2,Обществознание,48
18409,7857,3,"Русский язык",83
18410,7860,1,Биология,55
18411,7860,2,Обществознание,79
18412,7860,3,"Русский язык",89
18413,7861,1,Биология,74
18414,7861,2,Математика,80
18415,7861,3,"Русский язык",78
18416,7863,1,Биология,79
18417,7863,2,Обществознание,90
18418,7863,3,"Русский язык",86
18419,7864,2,Обществознание,53
18420,7864,3,"Русский язык",64
18421,7865,1,Биология,46
18422,7865,2,Обществознание,53
18423,7865,3,"Русский язык",60
18424,7867,1,Биология,40
18425,7867,2,Обществознание,55
18426,7867,3,"Русский язык",70
18427,7868,1,Биология,63
18428,7868,2,Обществознание,79
18429,7868,3,"Русский язык",75
18430,7869,1,Биология,63
18431,7869,2,Обществознание,70
18432,7869,3,"Русский язык",97
18433,7869,4,"Индивидуальное достижение",5
18434,7870,1,Биология,75
18435,7870,2,Обществознание,73
18436,7870,3,"Русский язык",75
18437,7871,1,Биология,63
18438,7871,2,Обществознание,71
18439,7871,3,"Русский язык",75
18440,7871,4,"Индивидуальное достижение",5
18441,7873,2,Математика,76
18442,7873,3,"Русский язык",75
18443,7873,4,"Индивидуальное достижение",5
18444,7874,1,Биология,45
18445,7874,2,Математика,72
18446,7874,3,"Русский язык",69
18447,7875,3,"Русский язык",70
18448,7876,1,Биология,86
18449,7876,2,Обществознание,83
18450,7876,3,"Русский язык",86
18451,7877,1,Биология,53
18452,7877,2,Обществознание,77
18453,7877,3,"Русский язык",66
18454,7877,4,"Индивидуальное достижение",5
18455,7880,1,Биология,93
18456,7880,2,Обществознание,79
18457,7880,3,"Русский язык",97
18458,7880,4,"Индивидуальное достижение",5
18459,7881,1,Биология,71
18460,7881,2,Обществознание,81
18461,7881,3,"Русский язык",75
18462,7884,1,Биология,56
18463,7884,2,Обществознание,60
18464,7884,3,"Русский язык",57
18465,7885,1,Биология,40
18466,7885,2,Обществознание,71
18467,7885,3,"Русский язык",55
18468,7887,1,Биология,55
18469,7887,2,Математика,74
18470,7887,3,"Русский язык",66
18471,7888,1,Биология,68
18472,7888,2,Математика,86
18473,7888,3,"Русский язык",78
18474,7888,4,"Индивидуальное достижение",5
18475,7889,1,Биология,61
18476,7889,2,Обществознание,77
18477,7889,3,"Русский язык",64
18478,7890,4,"Индивидуальное достижение",5
18479,7891,1,Биология,58
18480,7891,2,Математика,64
18481,7891,3,"Русский язык",72
18482,7892,1,Биология,77
18483,7892,2,Математика,70
18484,7892,3,"Русский язык",73
18485,7893,1,Биология,63
18486,7893,2,Обществознание,64
18487,7893,3,"Русский язык",89
18488,7894,1,Биология,58
18489,7894,2,Обществознание,57
18490,7894,3,"Русский язык",81
18491,7895,1,Биология,72
18492,7895,2,Математика,80
18493,7895,3,"Русский язык",54
18494,7896,1,Биология,41
18495,7896,2,Обществознание,64
18496,7896,3,"Русский язык",89
18497,7896,4,"Индивидуальное достижение",5
18498,7897,1,Биология,72
18499,7897,2,Обществознание,62
18500,7897,3,"Русский язык",55
18501,7898,1,Биология,56
18502,7898,2,Обществознание,66
18503,7898,3,"Русский язык",64
18504,7899,1,Биология,53
18505,7899,2,Математика,72
18506,7899,3,"Русский язык",70
18507,7900,1,Биология,81
18508,7900,3,"Русский язык",73
18509,7901,1,Биология,68
18510,7901,2,Математика,40
18511,7901,3,"Русский язык",70
18512,7902,3,"Русский язык",48
18513,7903,1,Биология,74
18514,7903,2,Обществознание,71
18515,7903,3,"Русский язык",75
18516,7903,4,"Индивидуальное достижение",5
18517,7904,1,Биология,68
18518,7904,2,Обществознание,83
18519,7904,3,"Русский язык",86
18520,7906,1,Биология,44
18521,7906,2,Обществознание,47
18522,7906,3,"Русский язык",60
18523,7907,1,Биология,75
18524,7907,2,Обществознание,70
18525,7907,3,"Русский язык",83
18526,7909,1,Биология,60
18527,7909,2,Обществознание,55
18528,7909,3,"Русский язык",78
18529,7910,1,Биология,55
18530,7910,2,Математика,40
18531,7910,3,"Русский язык",86
18532,7911,1,Биология,76
18533,7911,2,Обществознание,72
18534,7911,3,"Русский язык",73
18535,7912,4,"Индивидуальное достижение",5
18536,7913,1,Биология,55
18537,7913,2,Обществознание,72
18538,7913,3,"Русский язык",69
18539,7914,1,Биология,73
18540,7914,2,Обществознание,68
18541,7914,3,"Русский язык",89
18542,7914,4,"Индивидуальное достижение",5
18543,7915,1,Биология,77
18544,7915,2,Обществознание,68
18545,7915,3,"Русский язык",72
18546,7918,1,Биология,60
18547,7918,2,Математика,64
18548,7918,3,"Русский язык",83
18549,7918,4,"Индивидуальное достижение",5
18550,7919,1,Биология,63
18551,7919,2,Обществознание,57
18552,7919,3,"Русский язык",89
18553,7920,4,"Индивидуальное достижение",5
18554,7921,1,Биология,52
18555,7921,2,Обществознание,51
18556,7921,3,"Русский язык",66
18557,7922,1,Биология,65
18558,7922,2,Математика,74
18559,7922,3,"Русский язык",60
18560,7923,1,Биология,70
18561,7923,2,Обществознание,73
18562,7923,3,"Русский язык",75
18563,7924,1,Биология,53
18564,7924,2,Математика,40
18565,7924,3,"Русский язык",86
18566,7925,1,Биология,63
18567,7925,2,Математика,74
18568,7925,3,"Русский язык",70
18569,7926,1,Биология,68
18570,7926,2,Математика,80
18571,7926,3,"Русский язык",61
18572,7927,1,Биология,75
18573,7927,2,Обществознание,86
18574,7927,3,"Русский язык",94
18575,7927,4,"Индивидуальное достижение",5
18576,7928,1,Биология,56
18577,7928,2,Обществознание,67
18578,7928,3,"Русский язык",94
18579,7928,4,"Индивидуальное достижение",5
18580,7929,1,Биология,50
18581,7929,2,Обществознание,68
18582,7929,3,"Русский язык",61
18583,7930,1,Биология,43
18584,7930,2,Обществознание,66
18585,7930,3,"Русский язык",69
18586,7931,1,Биология,56
18587,7931,2,Обществознание,67
18588,7931,3,"Русский язык",73
18589,7932,2,Обществознание,70
18590,7932,3,"Русский язык",87
18591,7933,1,Биология,74
18592,7933,3,"Русский язык",86
18593,7935,1,Биология,65
18594,7935,2,Обществознание,68
18595,7935,3,"Русский язык",67
18596,7936,1,Биология,63
18597,7936,2,Обществознание,85
18598,7936,3,"Русский язык",86
18599,7936,4,"Индивидуальное достижение",5
18600,7937,1,Биология,73
18601,7937,2,Обществознание,57
18602,7937,3,"Русский язык",75
18603,7938,1,Биология,56
18604,7938,2,Обществознание,57
18605,7938,3,"Русский язык",72
18606,7939,1,Биология,66
18607,7939,2,Математика,70
18608,7939,3,"Русский язык",78
18609,7941,2,Обществознание,64
18610,7941,3,"Русский язык",66
18611,7942,1,Биология,45
18612,7942,2,Обществознание,55
18613,7942,3,"Русский язык",67
18614,7943,1,Биология,81
18615,7943,2,Обществознание,73
18616,7943,3,"Русский язык",83
18617,7943,4,"Индивидуальное достижение",5
18618,7944,1,Биология,61
18619,7944,2,Обществознание,66
18620,7944,3,"Русский язык",69
18621,7945,1,Биология,65
18622,7945,2,Обществознание,66
18623,7945,3,"Русский язык",72
18624,7948,1,Биология,51
18625,7948,2,Математика,76
18626,7948,3,"Русский язык",73
18627,7948,4,"Индивидуальное достижение",5
18628,7949,1,Биология,40
18629,7949,3,"Русский язык",67
18630,7950,1,Биология,73
18631,7950,2,Обществознание,63
18632,7950,3,"Русский язык",64
18633,7951,1,Биология,41
18634,7951,2,Обществознание,0
18635,7951,3,"Русский язык",81
18636,7953,1,Биология,40
18637,7953,2,Обществознание,60
18638,7953,3,"Русский язык",45
18639,7954,1,Биология,56
18640,7954,2,Обществознание,62
18641,7954,3,"Русский язык",51
18642,7955,1,Биология,46
18643,7955,2,Обществознание,55
18644,7955,3,"Русский язык",49
18645,7958,1,Биология,53
18646,7958,2,Обществознание,67
18647,7958,3,"Русский язык",61
18648,7959,1,Биология,85
18649,7959,2,Обществознание,81
18650,7959,3,"Русский язык",89
18651,7959,4,"Индивидуальное достижение",5
18652,7961,1,Биология,48
18653,7961,2,Обществознание,66
18654,7961,3,"Русский язык",70
18655,7962,1,Биология,60
18656,7962,2,Обществознание,60
18657,7962,3,"Русский язык",73
18658,7963,1,Биология,61
18659,7963,2,Обществознание,70
18660,7963,3,"Русский язык",73
18661,7964,1,Биология,79
18662,7964,2,Математика,76
18663,7964,3,"Русский язык",81
18664,7966,1,Биология,66
18665,7966,2,Обществознание,75
18666,7966,3,"Русский язык",78
18667,7967,1,Биология,50
18668,7967,2,Обществознание,52
18669,7967,3,"Русский язык",42
18670,7970,1,Биология,71
18671,7970,2,Математика,74
18672,7970,3,"Русский язык",72
18673,7971,1,Биология,78
18674,7971,2,Обществознание,66
18675,7971,3,"Русский язык",73
18676,7972,1,Биология,72
18677,7972,2,Обществознание,63
18678,7972,3,"Русский язык",91
18679,7972,4,"Индивидуальное достижение",5
18680,7973,1,Биология,0
18681,7973,3,"Русский язык",52
18682,7974,1,Биология,45
18683,7974,2,Обществознание,94
18684,7974,3,"Русский язык",87
18685,7975,1,Биология,0
18686,7975,2,Обществознание,47
18687,7975,3,"Русский язык",60
18688,7976,4,"Индивидуальное достижение",5
18689,7977,1,Биология,46
18690,7977,2,Математика,46
18691,7977,3,"Русский язык",66
18692,7979,1,Биология,53
18693,7979,2,Обществознание,72
18694,7979,3,"Русский язык",83
18695,7980,1,Биология,43
18696,7980,2,Обществознание,55
18697,7980,3,"Русский язык",64
18698,7980,4,"Индивидуальное достижение",5
18699,7981,1,Биология,50
18700,7981,2,Математика,52
18701,7981,3,"Русский язык",48
18702,7982,1,Биология,65
18703,7982,2,Обществознание,59
18704,7982,3,"Русский язык",75
18705,7983,1,Биология,68
18706,7983,2,Математика,82
18707,7983,3,"Русский язык",82
18708,7984,1,Биология,46
18709,7984,2,Математика,64
18710,7984,3,"Русский язык",60
18711,7985,1,Биология,78
18712,7985,2,Обществознание,75
18713,7985,3,"Русский язык",73
18714,7986,1,Биология,45
18715,7986,2,Обществознание,56
18716,7986,3,"Русский язык",66
18717,7987,2,Обществознание,70
18718,7987,3,"Русский язык",81
18719,7988,1,Биология,71
18720,7988,2,Обществознание,63
18721,7988,3,"Русский язык",73
18722,7989,4,"Индивидуальное достижение",5
18723,7992,2,Обществознание,47
18724,7992,3,"Русский язык",54
18725,7993,1,Биология,65
18726,7993,2,Математика,70
18727,7993,3,"Русский язык",100
18728,7993,4,"Индивидуальное достижение",5
18729,7994,1,Биология,66
18730,7994,2,Математика,72
18731,7994,3,"Русский язык",60
18732,7994,4,"Индивидуальное достижение",5
18733,7995,1,Биология,46
18734,7995,2,Обществознание,72
18735,7995,3,"Русский язык",63
18736,7996,1,Биология,63
18737,7996,2,Математика,72
18738,7996,3,"Русский язык",83
18739,7997,1,Биология,48
18740,7997,2,Обществознание,53
18741,7997,3,"Русский язык",45
18742,7999,1,Биология,71
18743,7999,2,Математика,74
18744,7999,3,"Русский язык",70
18745,8000,1,Биология,66
18746,8000,2,Обществознание,68
18747,8000,3,"Русский язык",73
18748,8001,1,Биология,48
18749,8001,2,Математика,52
18750,8001,3,"Русский язык",57
18751,8002,1,Биология,76
18752,8002,2,Обществознание,71
18753,8002,3,"Русский язык",86
18754,8003,1,Биология,68
18755,8003,2,Математика,86
18756,8003,3,"Русский язык",75
18757,8003,4,"Индивидуальное достижение",5
18758,8004,1,Биология,70
18759,8004,2,Обществознание,52
18760,8004,3,"Русский язык",78
18761,8006,1,Биология,70
18762,8006,2,Математика,78
18763,8006,3,"Русский язык",75
18764,8007,1,Биология,48
18765,8007,2,Математика,64
18766,8007,3,"Русский язык",78
18767,8008,1,Биология,53
18768,8008,2,Обществознание,52
18769,8008,3,"Русский язык",60
18770,8009,1,Биология,70
18771,8009,2,Обществознание,73
18772,8009,3,"Русский язык",82
18773,8010,1,Биология,46
18774,8010,2,Обществознание,75
18775,8010,3,"Русский язык",72
18776,8011,1,Биология,73
18777,8011,2,Обществознание,71
18778,8011,3,"Русский язык",75
18779,8012,1,Биология,46
18780,8012,2,Обществознание,57
18781,8012,3,"Русский язык",48
18782,8013,4,"Индивидуальное достижение",5
18783,8014,1,Биология,53
18784,8014,2,Обществознание,59
18785,8014,3,"Русский язык",89
18786,8015,3,"Русский язык",83
18787,8016,1,Биология,48
18788,8016,2,Обществознание,51
18789,8016,3,"Русский язык",70
18790,8018,1,Биология,77
18791,8018,2,Обществознание,81
18792,8018,3,"Русский язык",91
18793,8019,1,Биология,60
18794,8019,2,Обществознание,62
18795,8019,3,"Русский язык",64
18796,8020,1,Биология,53
18797,8020,2,Математика,46
18798,8020,3,"Русский язык",60
18799,8021,1,Биология,66
18800,8021,2,Математика,86
18801,8021,3,"Русский язык",66
18802,8022,1,Биология,43
18803,8022,2,Обществознание,57
18804,8022,3,"Русский язык",73
18805,8023,1,Биология,60
18806,8023,2,Обществознание,48
18807,8023,3,"Русский язык",73
18808,8025,4,"Индивидуальное достижение",5
18809,8028,1,Биология,63
18810,8028,2,Обществознание,63
18811,8028,3,"Русский язык",75
18812,8029,1,Математика,78
18813,8029,2,Физика,68
18814,8029,3,"Русский язык",81
18815,8029,4,"Индивидуальное достижение",5
18816,8030,1,Математика,72
18817,8030,2,Физика,76
18818,8030,3,"Русский язык",73
18819,8030,4,"Индивидуальное достижение",5
18820,8033,1,Математика,70
18821,8033,2,"Информатика и ИКТ",62
18822,8033,3,"Русский язык",73
18823,8034,1,Математика,70
18824,8034,2,"Информатика и ИКТ",64
18825,8034,3,"Русский язык",69
18826,8035,1,Математика,80
18827,8035,2,"Информатика и ИКТ",67
18828,8035,3,"Русский язык",73
18829,8036,1,Математика,82
18830,8036,2,"Информатика и ИКТ",90
18831,8036,3,"Русский язык",72
18832,8038,1,Математика,64
18833,8038,2,"Информатика и ИКТ",54
18834,8038,3,"Русский язык",64
18835,8040,1,Математика,76
18836,8040,2,"Информатика и ИКТ",67
18837,8040,3,"Русский язык",73
18838,8041,1,Математика,82
18839,8041,2,"Информатика и ИКТ",51
18840,8041,3,"Русский язык",89
18841,8042,1,Математика,80
18842,8042,2,"Информатика и ИКТ",64
18843,8042,3,"Русский язык",70
18844,8043,1,Математика,74
18845,8043,2,"Информатика и ИКТ",46
18846,8043,3,"Русский язык",46
18847,8044,4,"Индивидуальное достижение",5
18848,8045,1,Математика,70
18849,8045,2,"Информатика и ИКТ",62
18850,8045,3,"Русский язык",61
18851,8046,1,Математика,74
18852,8046,2,"Информатика и ИКТ",67
18853,8046,3,"Русский язык",72
18854,8048,1,Математика,82
18855,8048,2,"Информатика и ИКТ",62
18856,8048,3,"Русский язык",72
18857,8048,4,"Индивидуальное достижение",5
18858,8049,1,Математика,76
18859,8049,2,"Информатика и ИКТ",56
18860,8049,3,"Русский язык",66
18861,8050,1,Математика,64
18862,8050,2,Физика,56
18863,8050,3,"Русский язык",52
18864,8051,1,Математика,86
18865,8051,2,"Информатика и ИКТ",70
18866,8051,3,"Русский язык",72
18867,8051,4,"Индивидуальное достижение",5
18868,8052,1,Математика,72
18869,8052,2,Физика,53
18870,8052,3,"Русский язык",67
18871,8052,4,"Индивидуальное достижение",5
18872,8053,1,Математика,70
18873,8053,2,"Информатика и ИКТ",51
18874,8053,3,"Русский язык",83
18875,8054,1,Математика,70
18876,8054,2,"Информатика и ИКТ",75
18877,8054,3,"Русский язык",66
18878,8056,1,Математика,92
18879,8056,2,"Информатика и ИКТ",98
18880,8056,3,"Русский язык",92
18881,8057,1,Математика,84
18882,8057,2,"Информатика и ИКТ",80
18883,8057,3,"Русский язык",66
18884,8058,1,Математика,88
18885,8058,2,"Информатика и ИКТ",72
18886,8058,3,"Русский язык",78
18887,8059,1,Математика,52
18888,8059,2,"Информатика и ИКТ",62
18889,8059,3,"Русский язык",72
18890,8062,1,Математика,70
18891,8062,2,"Информатика и ИКТ",75
18892,8062,3,"Русский язык",61
18893,8063,1,Математика,64
18894,8063,2,Физика,39
18895,8063,3,"Русский язык",46
18896,8064,1,Математика,76
18897,8064,2,Физика,59
18898,8064,3,"Русский язык",69
18899,8065,1,Математика,86
18900,8065,2,Физика,79
18901,8065,3,"Русский язык",83
18902,8065,4,"Индивидуальное достижение",5
18903,8066,1,Математика,46
18904,8066,2,"Информатика и ИКТ",0
18905,8066,3,"Русский язык",52
18906,8067,1,Математика,74
18907,8067,2,"Информатика и ИКТ",59
18908,8067,3,"Русский язык",63
18909,8068,1,Математика,76
18910,8068,2,"Информатика и ИКТ",62
18911,8068,3,"Русский язык",83
18912,8069,1,Математика,80
18913,8069,2,"Информатика и ИКТ",80
18914,8069,3,"Русский язык",83
18915,8070,1,Математика,97
18916,8070,2,"Информатика и ИКТ",98
18917,8070,3,"Русский язык",97
18918,8070,4,"Индивидуальное достижение",5
18919,8071,1,Математика,74
18920,8071,2,"Информатика и ИКТ",51
18921,8071,3,"Русский язык",55
18922,8072,1,Математика,80
18923,8072,2,"Информатика и ИКТ",67
18924,8072,3,"Русский язык",72
18925,8072,4,"Индивидуальное достижение",5
18926,8073,1,Математика,64
18927,8073,2,"Информатика и ИКТ",64
18928,8073,3,"Русский язык",46
18929,8076,1,Математика,74
18930,8076,2,"Информатика и ИКТ",75
18931,8076,3,"Русский язык",55
18932,8078,1,Математика,74
18933,8078,2,"Информатика и ИКТ",48
18934,8078,3,"Русский язык",75
18935,8079,1,Математика,86
18936,8079,2,"Информатика и ИКТ",80
18937,8079,3,"Русский язык",83
18938,8079,4,"Индивидуальное достижение",5
18939,8080,1,Математика,94
18940,8080,2,"Информатика и ИКТ",85
18941,8080,3,"Русский язык",81
18942,8081,1,Математика,72
18943,8081,2,"Информатика и ИКТ",62
18944,8081,3,"Русский язык",63
18945,8082,1,Математика,86
18946,8082,2,"Информатика и ИКТ",80
18947,8082,3,"Русский язык",91
18948,8082,4,"Индивидуальное достижение",5
18949,8083,1,Математика,84
18950,8083,2,"Информатика и ИКТ",59
18951,8083,3,"Русский язык",64
18952,8084,1,Математика,82
18953,8084,2,"Информатика и ИКТ",64
18954,8084,3,"Русский язык",86
18955,8084,4,"Индивидуальное достижение",5
18956,8085,1,Математика,97
18957,8085,2,"Информатика и ИКТ",98
18958,8085,3,"Русский язык",86
18959,8086,1,Математика,74
18960,8086,2,Физика,59
18961,8086,3,"Русский язык",63
18962,8086,4,"Индивидуальное достижение",5
18963,8087,3,"Русский язык",66
18964,8088,1,Математика,80
18965,8088,2,"Информатика и ИКТ",64
18966,8088,3,"Русский язык",67
18967,8091,1,Математика,78
18968,8091,2,"Информатика и ИКТ",75
18969,8091,3,"Русский язык",73
18970,8093,1,Математика,52
18971,8093,2,"Информатика и ИКТ",62
18972,8093,3,"Русский язык",78
18973,8094,1,Математика,74
18974,8094,2,Физика,49
18975,8094,3,"Русский язык",69
18976,8097,3,"Русский язык",66
18977,8098,1,Математика,52
18978,8098,2,Физика,53
18979,8098,3,"Русский язык",69
18980,8099,1,Математика,72
18981,8099,2,"Информатика и ИКТ",62
18982,8099,3,"Русский язык",57
18983,8101,1,Математика,40
18984,8101,2,Физика,41
18985,8101,3,"Русский язык",60
18986,8103,1,Математика,76
18987,8103,2,"Информатика и ИКТ",46
18988,8103,3,"Русский язык",60
18989,8104,1,Математика,84
18990,8104,2,"Информатика и ИКТ",46
18991,8104,3,"Русский язык",64
18992,8105,1,Математика,70
18993,8105,2,"Информатика и ИКТ",59
18994,8105,3,"Русский язык",60
18995,8106,1,Математика,72
18996,8106,2,"Информатика и ИКТ",62
18997,8106,3,"Русский язык",54
18998,8107,1,Математика,74
18999,8107,2,Физика,61
19000,8107,3,"Русский язык",66
19001,8108,1,Математика,70
19002,8108,2,"Информатика и ИКТ",70
19003,8108,3,"Русский язык",55
19004,8111,1,Математика,64
19005,8111,2,Физика,61
19006,8111,3,"Русский язык",63
19007,8112,1,Математика,64
19008,8112,2,"Информатика и ИКТ",72
19009,8112,3,"Русский язык",73
19010,8112,4,"Индивидуальное достижение",5
19011,8113,1,Математика,74
19012,8113,2,"Информатика и ИКТ",59
19013,8113,3,"Русский язык",70
19014,8114,1,Математика,84
19015,8114,2,"Информатика и ИКТ",62
19016,8114,3,"Русский язык",73
19017,8114,4,"Индивидуальное достижение",5
19018,8115,1,Математика,70
19019,8115,2,Физика,65
19020,8115,3,"Русский язык",67
19021,8116,1,Математика,82
19022,8116,2,"Информатика и ИКТ",70
19023,8116,3,"Русский язык",63
19024,8117,1,Математика,64
19025,8117,2,"Информатика и ИКТ",62
19026,8117,3,"Русский язык",63
19027,8118,1,Математика,76
19028,8118,2,"Информатика и ИКТ",80
19029,8118,3,"Русский язык",86
19030,8119,1,Математика,64
19031,8119,2,"Информатика и ИКТ",70
19032,8119,3,"Русский язык",55
19033,8120,1,Математика,90
19034,8120,2,"Информатика и ИКТ",80
19035,8120,3,"Русский язык",81
19036,8122,1,Математика,78
19037,8122,2,"Информатика и ИКТ",59
19038,8122,3,"Русский язык",73
19039,8123,1,Математика,78
19040,8123,2,Физика,61
19041,8123,3,"Русский язык",72
19042,8124,1,Математика,78
19043,8124,2,"Информатика и ИКТ",59
19044,8124,3,"Русский язык",63
19045,8125,1,Математика,86
19046,8125,2,"Информатика и ИКТ",64
19047,8125,3,"Русский язык",70
19048,8125,4,"Индивидуальное достижение",5
19049,8126,1,Математика,64
19050,8126,2,"Информатика и ИКТ",72
19051,8126,3,"Русский язык",81
19052,8127,1,Математика,72
19053,8127,2,"Информатика и ИКТ",54
19054,8127,3,"Русский язык",67
19055,8128,1,Математика,82
19056,8128,2,Физика,65
19057,8128,3,"Русский язык",61
19058,8129,1,Математика,52
19059,8129,2,Физика,51
19060,8129,3,"Русский язык",51
19061,8130,1,Математика,40
19062,8130,2,"Информатика и ИКТ",46
19063,8130,3,"Русский язык",46
19064,8131,1,Математика,82
19065,8131,2,"Информатика и ИКТ",80
19066,8131,3,"Русский язык",69
19067,8132,1,Математика,78
19068,8132,2,"Информатика и ИКТ",75
19069,8132,3,"Русский язык",58
19070,8133,1,Математика,72
19071,8133,2,"Информатика и ИКТ",59
19072,8133,3,"Русский язык",63
19073,8134,1,Математика,78
19074,8134,2,"Информатика и ИКТ",51
19075,8134,3,"Русский язык",73
19076,8135,1,Математика,58
19077,8135,2,Физика,53
19078,8135,3,"Русский язык",57
19079,8136,1,Математика,52
19080,8136,2,"Информатика и ИКТ",48
19081,8136,3,"Русский язык",75
19082,8137,1,Математика,90
19083,8137,2,Физика,71
19084,8137,3,"Русский язык",78
19085,8138,1,Математика,80
19086,8138,2,"Информатика и ИКТ",83
19087,8138,3,"Русский язык",86
19088,8140,1,Математика,74
19089,8140,2,"Информатика и ИКТ",75
19090,8140,3,"Русский язык",66
19091,8141,1,Математика,76
19092,8141,2,"Информатика и ИКТ",67
19093,8141,3,"Русский язык",69
19094,8142,1,Математика,72
19095,8142,2,"Информатика и ИКТ",59
19096,8142,3,"Русский язык",73
19097,8142,4,"Индивидуальное достижение",5
19098,8143,1,Математика,52
19099,8143,2,"Информатика и ИКТ",48
19100,8143,3,"Русский язык",49
19101,8144,1,Математика,80
19102,8144,2,Физика,70
19103,8144,3,"Русский язык",67
19104,8145,1,Математика,66
19105,8145,2,"Информатика и ИКТ",56
19106,8145,3,"Русский язык",73
19107,8146,1,Математика,70
19108,8146,2,"Информатика и ИКТ",59
19109,8146,3,"Русский язык",63
19110,8146,4,"Индивидуальное достижение",10
19111,8147,1,Математика,58
19112,8147,3,"Русский язык",64
19113,8148,1,Математика,70
19114,8148,2,"Информатика и ИКТ",70
19115,8148,3,"Русский язык",81
19116,8149,1,Математика,70
19117,8149,2,"Информатика и ИКТ",59
19118,8149,3,"Русский язык",73
19119,8150,1,Математика,74
19120,8150,2,"Информатика и ИКТ",67
19121,8150,3,"Русский язык",75
19122,8151,1,Математика,70
19123,8151,2,"Информатика и ИКТ",75
19124,8151,3,"Русский язык",73
19125,8152,1,Математика,78
19126,8152,2,"Информатика и ИКТ",56
19127,8152,3,"Русский язык",55
19128,8153,1,Математика,72
19129,8153,2,"Информатика и ИКТ",59
19130,8153,3,"Русский язык",51
19131,8154,1,Математика,74
19132,8154,2,"Информатика и ИКТ",51
19133,8154,3,"Русский язык",61
19134,8155,1,Математика,82
19135,8155,2,"Информатика и ИКТ",78
19136,8155,3,"Русский язык",66
19137,8156,1,Математика,46
19138,8156,2,Физика,41
19139,8156,3,"Русский язык",49
19140,8158,4,"Индивидуальное достижение",5
19141,8160,1,Математика,64
19142,8160,2,"Информатика и ИКТ",56
19143,8160,3,"Русский язык",58
19144,8161,1,Математика,72
19145,8161,2,"Информатика и ИКТ",78
19146,8161,3,"Русский язык",72
19147,8162,1,Математика,76
19148,8162,2,"Информатика и ИКТ",62
19149,8162,3,"Русский язык",73
19150,8163,1,Математика,76
19151,8163,2,Физика,62
19152,8163,3,"Русский язык",81
19153,8164,1,Математика,40
19154,8164,2,"Информатика и ИКТ",0
19155,8164,3,"Русский язык",49
19156,8165,1,Математика,64
19157,8165,2,"Информатика и ИКТ",56
19158,8165,3,"Русский язык",61
19159,8166,1,Математика,64
19160,8166,2,"Информатика и ИКТ",62
19161,8166,3,"Русский язык",64
19162,8167,1,Математика,64
19163,8167,2,"Информатика и ИКТ",46
19164,8167,3,"Русский язык",64
19165,8168,1,Математика,88
19166,8168,2,"Информатика и ИКТ",88
19167,8168,3,"Русский язык",73
19168,8168,4,"Индивидуальное достижение",5
19169,8169,1,Математика,40
19170,8169,2,"Информатика и ИКТ",48
19171,8169,3,"Русский язык",58
19172,8170,1,Математика,64
19173,8170,2,Физика,59
19174,8170,3,"Русский язык",63
19175,8171,1,Математика,70
19176,8171,2,"Информатика и ИКТ",48
19177,8171,3,"Русский язык",78
19178,8171,4,"Индивидуальное достижение",5
19179,8172,1,Математика,76
19180,8172,2,"Информатика и ИКТ",75
19181,8172,3,"Русский язык",91
19182,8172,4,"Индивидуальное достижение",5
19183,8173,1,Математика,74
19184,8173,2,"Информатика и ИКТ",51
19185,8173,3,"Русский язык",73
19186,8173,4,"Индивидуальное достижение",5
19187,8174,1,Математика,84
19188,8174,2,"Информатика и ИКТ",90
19189,8174,3,"Русский язык",91
19190,8174,4,"Индивидуальное достижение",5
19191,8175,1,Математика,72
19192,8175,2,"Информатика и ИКТ",80
19193,8175,3,"Русский язык",75
19194,8176,1,Математика,64
19195,8176,2,Физика,53
19196,8176,3,"Русский язык",63
19197,8177,1,Математика,74
19198,8177,2,"Информатика и ИКТ",70
19199,8177,3,"Русский язык",67
19200,8179,1,Математика,82
19201,8179,2,"Информатика и ИКТ",85
19202,8179,3,"Русский язык",73
19203,8180,1,Математика,78
19204,8180,2,"Информатика и ИКТ",67
19205,8180,3,"Русский язык",78
19206,8180,4,"Индивидуальное достижение",5
19207,8181,1,Математика,64
19208,8181,2,"Информатика и ИКТ",54
19209,8181,3,"Русский язык",69
19210,8182,1,Математика,70
19211,8182,2,"Информатика и ИКТ",54
19212,8182,3,"Русский язык",58
19213,8183,1,Математика,52
19214,8183,2,Физика,39
19215,8183,3,"Русский язык",49
19216,8185,1,Математика,80
19217,8185,2,"Информатика и ИКТ",72
19218,8185,3,"Русский язык",72
19219,8185,4,"Индивидуальное достижение",5
19220,8186,1,Математика,82
19221,8186,2,"Информатика и ИКТ",70
19222,8186,3,"Русский язык",89
19223,8186,4,"Индивидуальное достижение",5
19224,8187,1,Математика,74
19225,8187,2,Физика,61
19226,8187,3,"Русский язык",72
19227,8188,3,"Русский язык",75
19228,8189,1,Математика,74
19229,8189,2,"Информатика и ИКТ",59
19230,8189,3,"Русский язык",73
19231,8190,1,Математика,80
19232,8190,2,"Информатика и ИКТ",70
19233,8190,3,"Русский язык",63
19234,8191,1,Математика,72
19235,8191,2,"Информатика и ИКТ",59
19236,8191,3,"Русский язык",75
19237,8191,4,"Индивидуальное достижение",5
19238,8192,1,Математика,72
19239,8192,2,"Информатика и ИКТ",62
19240,8192,3,"Русский язык",69
19241,8194,1,Математика,80
